source_row,username,name,ig_handle,ig_url,original_category,original_industry,original_message_cleaned,message_english,age,years_of_experience_skills,skills_detailed,skill_category,source_skill_field,source_experience_field,scraped_at
492,wawan235,Hi,@wawan235,https://www.instagram.com/wawan235/,Agency,Desain & Kreatif,"Hi, I’m Wawan. I am a Civil and Architect engineering. I am familiar with Civil and Architectural sorfware like autoCAD, Sketchup and Enscape rendering. I used to drafting or planning building kind of that, start from Plan drawing, shop drawing until exterior and interior design. Now I am working in","Hi, I’m Wawan. I am a Civil and Architect engineering. I am familiar with Civil and Architectural sorfware like autoCAD, Sketchup and Enscape rendering. I used to drafting or planning building kind of that, start from Plan drawing, shop drawing until exterior and interior design. Now I am working in",Not mentioned,Not mentioned,"engineering, architect, interior, drawing","Engineering, Architecture / Interior, Creative & Design",Tidak terdeteksi,Tidak disebutkan,46190.438287523146
57,dizy_graph,im ody,@dizy_graph,https://www.instagram.com/dizy_graph/,Lainnya,Teknologi,"im ody, and hallo universe!! im good at tecnical stuff like mechanical, electricity , and work for something's ""need muscles"". also im good at speech but im just need added more a ""kosa kata"" in English cuss im learn English by my self. and yup' ive love to learn everything and if it's about money,","im ody, and hallo universe!! im good at tecnical stuff like mechanical, electricity , and work for something's ""need muscles"". also im good at speech but im just need added more a ""kosa kata"" in English cuss im learn English by my self. and yup' ive love to learn everything and if it's about money,",Not mentioned,Not mentioned,"mechanical, english","Engineering, Language / Translation",Tidak terdeteksi,Tidak disebutkan,46190.4372005324
192,just.ian7,Hello~,@just.ian7,https://www.instagram.com/just.ian7/,Agency,Desain & Kreatif,"Hello~ My name is Marshal Anarsyah, a Supply Chain and Logistics Engineering with experience in Supply Chain Management, Warehouse Operations, and Logistics Planning. I am passionate about leveraging data-driven decision-making and continuous improvement methodologies to enhance operational performa","Hello~ My name is Marshal Anarsyah, a Supply Chain and Logistics Engineering with experience in Supply Chain Management, Warehouse Operations, and Logistics Planning. I am passionate about leveraging data-driven decision-making and continuous improvement methodologies to enhance operational performa",Not mentioned,Not mentioned,"engineering, management, operations","Engineering, Project / Operations",Tidak terdeteksi,Tidak disebutkan,46190.43782642361
367,muq.sith,Hi,@muq.sith,https://www.instagram.com/muq.sith/,Startup,Lainnya,"Hi, my name Barra. l’m Civil Engineer focus in drafting and management. I currently work as a drafter processor for an offshore survey contractor. I'm looking for new experiences in the oil and gas industry.🙌","Hi, my name Barra. l’m Civil Engineer focus in drafting and management. I currently work as a drafter processor for an offshore survey contractor. I'm looking for new experiences in the oil and gas industry.🙌",Not mentioned,Not mentioned,"civil engineer, management, engineer","Engineering, Project / Operations",Tidak terdeteksi,Tidak disebutkan,46190.43828746528
405,archnid_12,Hi! I’m Ahmad,@archnid_12,https://www.instagram.com/archnid_12/,Freelancer,Teknologi,"Hi! I’m Ahmad, an Informatics Engineering graduate and Bangkit Academy ML Cohort alumnus(Google, Gojek, Tokopedia, Traveloka). I specialize in Data Operations, IT Business Analysis, and Data Management. . Although my full-time work experience is still limited, I’ve built strong hands-on skills throu","Hi! I’m Ahmad, an Informatics Engineering graduate and Bangkit Academy ML Cohort alumnus(Google, Gojek, Tokopedia, Traveloka). I specialize in Data Operations, IT Business Analysis, and Data Management. . Although my full-time work experience is still limited, I’ve built strong hands-on skills throu",Not mentioned,Not mentioned,"engineering, management, operations","Engineering, Project / Operations",Tidak terdeteksi,Tidak disebutkan,46190.43828747685
571,dosennurul,My husband,@dosennurul,https://www.instagram.com/dosennurul/,Developer,Kesehatan,"My husband,Andi Pallawarukka HN is a Mechanical Engineering professional with over 11 years of experience in mining and mineral processing operations, including more than 4 years in Fixed Plant Maintenance supervisory roles. Experienced in managing maintenance activities for crushers, conveyors, gri","My husband,Andi Pallawarukka HN is a Mechanical Engineering professional with over 11 years of experience in mining and mineral processing operations, including more than 4 years in Fixed Plant Maintenance supervisory roles. Experienced in managing maintenance activities for crushers, conveyors, gri",Not mentioned,"11 years, 4 years","engineering, operations, mechanical","Engineering, Project / Operations",Tidak terdeteksi,11+ tahun,46190.43828756944
642,ramadhan.fasa,ramadhan.fasa,@ramadhan.fasa,https://www.instagram.com/ramadhan.fasa/,Developer,Teknologi,"Hello! My name is Arkan, a Bachelor of Applied Industrial Chemical Engineering. Since 2023, I’ve been working as a Wastewater Engineer, handling: - WWTP Operations (DAF, MBR, Anaerobic, Aerobic, Lamella, Sand Filter, Belt Press) - Quality Analysis (pH, TSS, COD, MLSS) - P","Hello! My name is Arkan, a Bachelor of Applied Industrial Chemical Engineering. Since 2023, I’ve been working as a Wastewater Engineer, handling: - WWTP Operations (DAF, MBR, Anaerobic, Aerobic, Lamella, Sand Filter, Belt Press) - Quality Analysis (pH, TSS, COD, MLSS) - P",Not mentioned,Not mentioned,"engineering, operations, engineer, chemical, Wastewater Engineer","Engineering, Project / Operations",Tidak terdeteksi,Tidak disebutkan,46190.43828760416
577,kholiwen,Technology Lead,@kholiwen,https://www.instagram.com/kholiwen/,Developer,Teknologi,"Technology Lead | .NET Specialist I help small and medium-sized businesses build software that simplifies operations and supports growth. With experience developing enterprise-grade systems, including Indonesia's Core Tax System, I bring proven engineering practices to businesses that need reliable","Technology Lead | .NET Specialist I help small and medium-sized businesses build software that simplifies operations and supports growth. With experience developing enterprise-grade systems, including Indonesia's Core Tax System, I bring proven engineering practices to businesses that need reliable",Not mentioned,Not mentioned,"engineering, operations, tax","Engineering, Project / Operations, Finance & Accounting",Tidak terdeteksi,Tidak disebutkan,46190.43828756944
382,dimashera_,Hi,@dimashera_,https://www.instagram.com/dimashera_/,Freelancer,Desain & Kreatif,"Hi, I'm Dimashera. I am a Freelance CFD Engineer, I've been analyzing lots of multidisciplinary engineering project. From Computational Fluid Dynamics coupling with Finite Element Analysis, I can reduce your Research and Design costs in Industries. Feel free to contact mee through my bio See transla","Hi, I'm Dimashera. I am a Freelance CFD Engineer, I've been analyzing lots of multidisciplinary engineering project. From Computational Fluid Dynamics coupling with Finite Element Analysis, I can reduce your Research and Design costs in Industries. Feel free to contact mee through my bio See transla",Not mentioned,Not mentioned,"engineering, research, engineer, Freelance CFD Engineer","Engineering, Research & Academia",Tidak terdeteksi,Tidak disebutkan,46190.43828746528
489,andrian_wijayono,andrian_wijayono andrian_wijayono Hi,@andrian_wijayono,https://www.instagram.com/andrian_wijayono/,Developer,Teknologi,"Hi, I’m Andrian, an Assistant Professor & R&D Engineer specializing in Industrial IoT, Smart Textiles, and Computer Vision. With 9+ years of research and hands-on engineering, I build custom IoT solutions using ESP32, Arduino, and CI4/Web dashboards integrated with","Hi, I’m Andrian, an Assistant Professor & R&D Engineer specializing in Industrial IoT, Smart Textiles, and Computer Vision. With 9+ years of research and hands-on engineering, I build custom IoT solutions using ESP32, Arduino, and CI4/Web dashboards integrated with",Not mentioned,9+ years,"engineering, research, engineer","Engineering, Research & Academia",Tidak terdeteksi,9+ tahun,46190.438287523146
495,mfajtioo,Hello! I am Tio.,@mfajtioo,https://www.instagram.com/mfajtioo/,Designer,Desain & Kreatif,"Hello! I am Tio. I am a Mechanical Engineer with over 5 years of experience in the defense industry, special-purpose vehicles, engineering design, and research & development (R&D). Throughout my career, I have been involved in the development, reverse engineering, analysis, and integration of variou","Hello! I am Tio. I am a Mechanical Engineer with over 5 years of experience in the defense industry, special-purpose vehicles, engineering design, and research & development (R&D). Throughout my career, I have been involved in the development, reverse engineering, analysis, and integration of variou",Not mentioned,5 years,"engineering, mechanical, research, engineer, Mechanical Engineer","Engineering, Research & Academia",Tidak terdeteksi,5+ tahun,46190.438287523146
9,g.vitoanres,g.vitoanres,@g.vitoanres,https://www.instagram.com/g.vitoanres/,Developer,Lainnya,"Hi! Vito's here and ready to serve and growth your company sales. Here in Indonesia, I worked as a sales engineer especially pneumatic at PT. SMC. Two years experience in sales.","Hi! Vito's here and ready to serve and growth your company sales. Here in Indonesia, I worked as a sales engineer especially pneumatic at PT. SMC. Two years experience in sales.",Not mentioned,2 years,"engineer, sales, sales engineer","Engineering, Sales & Business Development",Tidak terdeteksi,Tidak disebutkan,46190.4368365162
564,frz_atz,Hi,@frz_atz,https://www.instagram.com/frz_atz/,Agency,Teknologi,"Hi, I’m Fairuz. As a physics graduate specializing in IoT and backend engineering, I bridge the gap between complex physical hardware and robust software systems. My background allows me to troubleshoot and optimize IoT devices at a foundational, physical level—ensuring maximum operational efficienc","Hi, I’m Fairuz. As a physics graduate specializing in IoT and backend engineering, I bridge the gap between complex physical hardware and robust software systems. My background allows me to troubleshoot and optimize IoT devices at a foundational, physical level—ensuring maximum operational efficienc",Not mentioned,Not mentioned,"engineering, backend","Engineering, Technology & Engineering",Tidak terdeteksi,Tidak disebutkan,46190.438287557874
